id,type,breed,age,gender,size,description,name
65545724,Dog,Pit Bull Terrier,Young,Male,Medium,,Mochacino
65545720,Dog,Beagle,Young,Female,Medium,"Peppa is a playful, clever, loving pup. She has lots of energy but she also loves to get on your...",Peppa
65545712,Dog,Yellow Labrador Retriever,Baby,Female,Medium,"Marsha is a typical Lab pup, playful and affectionate! She&#039;s a sweetheart that will do well in any home at...",Marsha
65545714,Dog,Cardigan Welsh Corgi,Young,Male,Medium,,Mouse
65545716,Dog,Terrier,Young,Female,Small,,Princess Glitter Sparkle
65545715,Dog,Mixed Breed,Adult,Male,Medium,,Glacier
65545707,Dog,Boxer,Baby,Female,Small,,Penny Lane
65545708,Dog,Shepherd,Baby,Male,Small,,Darwin
65545709,Dog,Pit Bull Terrier,Adult,Female,Small,,Chanel
65545711,Dog,Hound,Baby,Female,Small,,Essie
65545706,Dog,Hound,Baby,Female,Small,,Ethel
65545705,Dog,Cattle Dog,Young,Male,Medium,,Rusty
65545702,Dog,Golden Retriever,Baby,Male,Large,"Meet Jake!

This handsome guy is an 11-month neutered male that is the mix of for very popular breeds:  

1/4...",Jake
65515639,Dog,Chihuahua,Baby,Male,Small,"Meet JB!

JB, short for 70’s singer and songwriter Jackson Browne, ‘cause he was Running on Empty down a Boulevard...",JB
65545669,Dog,Beagle,Young,Female,Small,"Thank you for considering this pet for adoption! 

Our adoption fee&amp;#39;s include: spay/neuter, age-appropriate vaccinations, including Rabies, de-worming, 1 dose...",Sandy
65545667,Dog,Goldendoodle,Baby,Female,Large,Willow is gorgeous F1 Goldendoodle (DOB: 5-20-23) baby! Willow will weigh around 50 lbs.full grown. She is UTD on appropriate...,Willow
65545657,Dog,German Shepherd Dog,Adult,Male,Medium,"Our Adoption Fees are: 

Puppies - small breed -(12 Months &amp;amp; Under): $ 225.00
large breed - (12 mos. &amp;amp;...",Ace
65545654,Dog,Great Pyrenees,Young,Male,Medium,Gunner is a super sweet boy who needs a loving furever home that won&amp;#39;t give him away again like his...,Gunner
65545653,Dog,Terrier,Adult,Female,Small,"Harriet is such a sweetie! She loves people, laps and other pups! She&#039;s 2 years old and just 16 pounds...",Harriet
65545648,Dog,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,By adopting me today you will save the life of two pets -- you&amp;#39;ll save me and that will make...,Tarzan
65545640,Dog,Pit Bull Terrier,Baby,Male,Small,Dogs are $83 and puppies are $77.50 unless otherwise noted. All cats and kittens are $67.50 unless otherwise noted. Our...,Steve
65545641,Dog,Anatolian Shepherd,Baby,Female,Small,Dogs are $83 and puppies are $77.50 unless otherwise noted. All cats and kittens are $67.50 unless otherwise noted. Our...,Mermaid
65545635,Dog,Pit Bull Terrier,Baby,Male,Small,Dogs are $83 and puppies are $77.50 unless otherwise noted. All cats and kittens are $67.50 unless otherwise noted. Our...,Spike
65545643,Dog,Pit Bull Terrier,Baby,Male,Small,Dogs are $83 and puppies are $77.50 unless otherwise noted. All cats and kittens are $67.50 unless otherwise noted. Our...,Scooby
65545636,Dog,Retriever,Adult,Female,Large,This gorgeous canine is Cinnamon! She is a 2 year old tan and white Retriever mix who has just returned...,Cinnamon
65545626,Dog,German Shepherd Dog,Baby,Male,Large,Mason has just joined the rescue! This gorgeous 13 week old puppy is now in one of our foster homes...,Mason
65545625,Dog,Mixed Breed,Senior,Female,Medium,,Elisa
65545616,Dog,Pit Bull Terrier,Adult,Male,Small,"ABOUT KANE
This sweet boy originally came to us from Alabama when he was just a little puppy! Unfortunately, he...",Kane
65545615,Dog,Schnoodle,Adult,Male,Small,Mary&#039;s Foster is about 7 months old.  Please submit an adoption application to adoptionsbyheavensent@gmail.com if you are interested in adopting....,Mary's Foster
65545612,Dog,Labrador Retriever,Young,Male,Large,"Thank you for choosing to adopt or foster and aid in the rescue efforts of RARE! 

**Adoption Interest Form REQUIRED...",Danny Boy
65545613,Dog,Black Labrador Retriever,Baby,Male,Medium,"Benji is a Lab mix puppy born on Julyst, 2023 at 1:56AM. His name is inspired by Benjamin Franklin and...",Benji
65545610,Dog,Mixed Breed,Baby,Male,Small,,Froggy
65545605,Dog,Mixed Breed,Adult,Male,Medium,,S23-2655
65545600,Dog,Mixed Breed,Adult,Female,Medium,,Beyonce
65545598,Dog,Mixed Breed,Senior,Female,Medium,,Theodosia
65545596,Dog,Hound,Baby,Female,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Pagie
65545594,Dog,Yellow Labrador Retriever,Adult,Female,Large,"You can fill out an adoption application online on our official website.Hi! I&amp;#39;m Penny! A very happy, go lucky, lab...",Penny
65545595,Dog,Mountain Cur,Adult,Male,Medium,"You can fill out an adoption application online on our official website.
Hi everyone! My name&amp;#39;s Omega. I am about...",Omega
65545581,Dog,Cocker Spaniel,Adult,Male,Small,Foxy is approximately 4 years old.  He is a bit shy and will need some TLC.  Please submit an adoption...,Foxy 
65545578,Dog,Wirehaired Terrier,Baby,Male,Small,"W Litter
8 weeks
~10lbs
OMG, we are simply over the moon in love with the W litter!!! They are...",Wilbur Jr.
65545575,Dog,Boxer,Adult,Male,Medium,"Banksy is a lovely medium-sized boy at ~50 lbs and ~2 years old. He&#039;s loving, out-going, and treat/toy motivated. He...",Banksy
65545571,Dog,Black Labrador Retriever,Baby,Female,Medium,"Georgia is a Lab mix puppy born on July 1st, 2023 at 1:53AM. Her name is inspired by George Washington...",Georgia 
65545570,Dog,Mixed Breed,Senior,Male,Medium,,Chorizo potato
65545532,Dog,Cocker Spaniel,Adult,Female,Small,"Elsa is a very sweet, 3 year old cocker spaniel.  Please submit an adoption application to adoptionsbyheavensent@gmail.com if you are...",Elsa
65545531,Dog,Rottweiler,Adult,Male,Medium,,Wiggle Butt Jones
65545528,Dog,Shiba Inu,Adult,Male,Medium,,Kodie
65545527,Dog,Mixed Breed,Baby,Female,Medium,"Angel is a 10 week old Mixed Breed puppy, weighing 11 pounds (on 7.20). She is learning to walk on...",Angel
65545525,Dog,Wirehaired Terrier,Baby,Male,Small,"W Litter
8 weeks
~10lbs
OMG, we are simply over the moon in love with the W litter!!! They are...",Waka
65545524,Dog,Cockapoo,Baby,Male,Small,"Clark is a 7 month old Cockapoo with a fun, animated personality.  Please submit an adoption application to adoptionsbyheavensent@gmail.com if...",Clark
65545522,Dog,Wirehaired Terrier,Baby,Male,Small,"W Litter
8 weeks
~10lbs
OMG, we are simply over the moon in love with the W litter!!! They are...",Woo
65545520,Dog,American Staffordshire Terrier,Adult,Male,Medium,"Hobbes is one of the best, sweetest, and easiest dogs ever! He is such a lovebug. He doesn&#039;t ask for...",Hobbes
65545516,Dog,American Bulldog,Young,Male,Large,"ntroducing Mochi, the epitome of canine perfection! This charming male American Bulldog, at approximately a year old, is sure to...",Mochi
65545515,Dog,Miniature Schnauzer,Adult,Female,Small,Lady is approximately 5 years old and loves everyone.  Please submit an adoption application to adoptionsbyheavensent@gmail.com if you are interested...,Lady
65545514,Dog,Hound,Baby,Female,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Shelby
65545512,Dog,Standard Poodle,Adult,Male,Large,My name is Sully and I&amp;#39;m interested in finding a permanent home. I was found running down a busy street...,Sully
65545509,Dog,Siberian Husky,Adult,Male,Medium,Please make sure to read the narrative below our pet&amp;#39;s photos as you will find a description of our pet...,231148 Waylon
65545507,Dog,Pit Bull Terrier,Young,Female,Medium,,Susie q
65545505,Dog,Standard Poodle,Baby,Male,Medium,"I am new to rescue, please check back for updates as my foster family gets to know me. You can...",Zeke
65545505,Dog,Standard Poodle,Baby,Male,Medium,"I am new to rescue, please check back for updates as my foster family gets to know me. You can...",Zeke
65545503,Dog,Black Labrador Retriever,Young,Female,Small,"Meet Lily!

Back in April, Lily was found by the side of the road covered in fleas and ticks. We...",Lily
65545502,Dog,German Shepherd Dog,Adult,Female,Medium,"This girl has the longest legs!! She is sweet, affectionate and playful and would be a great addition to any...",Emerson
65545501,Dog,Doberman Pinscher,Adult,Male,Large,"Meet Tucker, a 1-year-old male Doberman Pincher.
Tucker arrived at the shelter as a stray and will be available for...",Tucker
65545500,Dog,Great Pyrenees,Adult,Male,Extra Large,"Meet Yukon, a 10-month-old male Great Pyrenees.
Yukon arrived at the shelter as a stray and will be available for...",Yukon
65545497,Dog,German Shepherd Dog,Adult,Male,Medium,,Cash
65545490,Dog,Hound,Baby,Female,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Hellen
65545496,Dog,Pit Bull Terrier,Young,Male,Medium,,Bert fish
65545495,Dog,Pit Bull Terrier,Adult,Female,Medium,,53800538
65545493,Dog,Great Pyrenees,Adult,Female,Large,,53800329
65545461,Dog,Siberian Husky,Adult,Female,Large,,53788594
65545459,Dog,Pit Bull Terrier,Adult,Male,Small,,53800751
65545463,Dog,Shepherd,Adult,Male,Large,,53800699
65545462,Dog,Pit Bull Terrier,Adult,Female,Large,,Belle
65545458,Dog,German Shepherd Dog,Senior,Male,Large,,53800644
65545456,Dog,Shepherd,Adult,Male,Large,,53800719
65545455,Dog,Boxer,Adult,Female,Medium,,Quinn
65545447,Dog,Pit Bull Terrier,Adult,Female,Medium,,53799952
65545454,Dog,Pit Bull Terrier,Adult,Female,Medium,,53799866
65545451,Dog,Labrador Retriever,Adult,Female,Medium,,Peppa
65545451,Dog,Labrador Retriever,Adult,Female,Medium,,Peppa
65545448,Dog,Pit Bull Terrier,Adult,Male,Medium,,53800557
65545453,Dog,Shepherd,Adult,Male,Medium,,Charlie
65545457,Dog,Pit Bull Terrier,Young,Female,Large,,Ryder lilly
65545445,Dog,Catahoula Leopard Dog,Adult,Male,Large,,Floki
65545444,Dog,Pit Bull Terrier,Adult,Male,Large,,53799967
65545440,Dog,Pit Bull Terrier,Young,Male,Large,,Jax
65545441,Dog,American Staffordshire Terrier,Adult,Female,Large,,Chevelle
65545442,Dog,Retriever,Adult,Male,Large,,Hero
65545439,Dog,Cattle Dog,Adult,Male,Medium,,Nacho
65545438,Dog,Mixed Breed,Adult,Male,Large,,Henderson
65545434,Dog,Chihuahua,Adult,Male,Small,"This dog was found on 7/15/23 at Revell st/Irvington. He came into the shelter not yet neutered.

If you believe...",Razlin
65545431,Dog,Chihuahua,Young,Male,Small,"**  PLEASE EMAIL questions, please DO NOT call.   We are a volunteer based group and are unable to handle the...",Charlie
65545433,Dog,Mixed Breed,Young,Female,Large,"Meet our newest member of the MCHS family, Roo. She was living in a Texas animal shelter and was 72...",Roo
65545400,Dog,Mixed Breed,Baby,Female,Medium,"Ava is a 10 week old Mixed Breed puppy, weighing 11 pounds (on 7.20). She is learning to walk on...",Ava
65545421,Dog,Mixed Breed,Baby,Male,Medium,,Ronan
65545422,Dog,Mixed Breed,Baby,Male,Medium,,John
65545407,Dog,Mixed Breed,Baby,Female,Medium,This cutie was transferred to THS from another shelter. Now they are ready to find their furrever home! We are...,Soup
65545387,Dog,Great Pyrenees,Adult,Male,Large,Hello! I am Fluffer Nutter and I am a big floofy Pyrenees and I am looking for a new home....,Fluffer Nutter
65545388,Dog,Border Collie,Adult,Female,Large,"Hi I&amp;#39;m Elsie, a sweet shy girl. Treats help bring me out of my shell and I&amp;#39;m the kind of...",Elsie
65545389,Dog,Mixed Breed,Adult,Female,Small,"Cha Cha! I am a super happy and wiggly girl, hence my name. I am a petite 28 lbs and...",Cha-Cha
65545385,Dog,Chihuahua,Baby,Female,Small,,Elsie
65545386,Dog,Cattle Dog,Adult,Female,Medium,,Serena
65545382,Dog,Mixed Breed,Young,Female,Medium,,Rainey
65545379,Dog,American Bulldog,Adult,Male,Medium,Pop Pop is a laid-back 3 year old boy who loves to play and get lots of love. He enjoys...,Pop Pop
65545373,Dog,Pomeranian,Senior,Male,Small,"Hello, my name is Polo!

My adoption fee of $300 includes up-to-date vaccinations, dewormer, and heartworm/flea prevention. Plus, a microchip...",Polo
65545371,Dog,Yorkshire Terrier,Adult,Male,Small,"Shakespeare is on mandatory stray hold until the end of business 7/24/23. If you believe that this is your dog,...",Shakespeare
65545362,Dog,Standard Poodle,Adult,Female,Large,,Toodle Lou
65545350,Dog,Black Labrador Retriever,Baby,Male,Medium,"Hunnit is a Lab mix puppy born on July 1st, 2023 at 1:17AM. His name is slang for “100” and...",Hunnit
65545352,Dog,Mixed Breed,Adult,Male,Medium,,Dundee
65545351,Dog,Mixed Breed,Baby,Female,Small,,53800549
65545345,Dog,Hound,Baby,Female,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Sally
65545342,Dog,Husky,Adult,Male,Medium,** I am currently being housed at our New York Avenue location. Come meet me at 1201 New York Avenue...,Hibby
65545329,Dog,Schnauzer,Adult,Male,Large,,Duncan (Adoption Ambassador)
65545324,Dog,Mixed Breed,Adult,Female,Large,,Leah
65545323,Dog,Miniature Schnauzer,Baby,Male,Small,"Mojito is a male, 14 lb., black and gray Schnauzer puppy. Mojito&#039;s estimated date of birth is November 7, 2022....",Mojito
65545320,Dog,Australian Cattle Dog / Blue Heeler,Adult,Female,Medium,This pup is incredible. She looks like a tiny Aussie/Collie mix and is sweet as pie! She&#039;s 2 years old...,Mama Nugget
65545314,Dog,Alaskan Malamute,Adult,Female,Medium,,Elsa
65545311,Dog,Cairn Terrier,Adult,Male,Small,,Patrick Kane
65545309,Dog,Cattle Dog,Baby,Male,Large,,Odie
65545307,Dog,Hound,Baby,Male,Large,,Pollux
65545308,Dog,Mixed Breed,Baby,Male,Large,,Mesquite
65545306,Dog,Pit Bull Terrier,Adult,Male,Small,Please meet JR! If you are looking for a younger dog but may not have the time required for a...,JR
65545303,Dog,Pit Bull Terrier,Adult,Male,Large,,Croc
65545302,Dog,Shepherd,Adult,Female,Medium,,Lassie
65545298,Dog,Goldendoodle,Adult,Male,Large,Finn is a three year old Goldendoodle new to our program.  He gets along well with other dogs and kids....,Finn
65545297,Dog,Chihuahua,Adult,Male,Medium,,AIR-Stray-ai12
65545295,Dog,Labrador Retriever,Baby,Female,Large,"WARNING! Adorable puppy alert!

This cutie is Smilie. She is currently 2 1 /2 months old and almost 9 pounds!...",Smilie Caney
65545294,Dog,Dachshund,Young,Female,Small,"**  PLEASE EMAIL questions, please DO NOT call.   We are a volunteer based group and are unable to handle the...",Rex
65545291,Dog,Hound,Baby,Female,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Sandy
65545290,Dog,Yellow Labrador Retriever,Baby,Female,Large,,Rhea
65545289,Dog,Yellow Labrador Retriever,Baby,Male,Large,,Mercury
65545274,Dog,Hound,Baby,Male,Medium,"Meet this sweet pup who is new to the rescue so check back for an updated bio!

Adoption fee is...",Alex
65545271,Dog,Pit Bull Terrier,Adult,Male,Medium,Meet Stanley! Stanley was found as a stray and never reclaimed. He&amp;#39;s only 22 pounds and 2 years old! He...,Stanley
65545270,Dog,Mixed Breed,Baby,Female,Medium,,Bikini Bottom
65545268,Dog,Border Collie,Young,Male,Medium,Poncho is an adorable 3-month old Border Collie mix. He is currently @15 lbs. He is great with kids and...,Poncho
65545269,Dog,Labrador Retriever,Young,Male,Medium,"Gus is 25 lbs, 11 months old, great with dogs and all people. He is
a tripod. His leg was...",Gus
65545265,Dog,German Shepherd Dog,Baby,Male,Large,,Nebraska
65545260,Dog,German Shorthaired Pointer,Senior,Male,Large,"Blue is a friendly, handsome senior, and we believe he&#039;s a purebred German Shorthaired Pointer. He was a bird dog...",BLUE
65545261,Dog,Standard Poodle,Young,Male,Medium,"I am 40lbs, 3 years old, and l am looking for my forever home.

Adoption Donation: $500

All dogs are...",Drummond
65545258,Dog,Shepherd,Baby,Female,Medium,I am one of a litter of 4 that came up from Tennessee looking for a family that will nourish...,Taryn
65545256,Dog,Shepherd,Adult,Female,Medium,Meet Tasha.  She was in a high kill shelter in Midgeville Shelter and was up for euthanization with her 6...,Tasha
65545255,Dog,Black and Tan Coonhound,Adult,Male,Large,"This boy is AWESOME! Ironically, he&#039;s a quiet hound who&#039;s so friendly, affectionate and great with everybody he&#039;s met. I...",Barney Miller
65545250,Dog,Greyhound,Adult,Male,Large,"Hi, I&#039;m Ernesto, AKA Ernie! I came to the shelter when I was found as a stray. I am roughly...",Ernesto
65545245,Dog,Catahoula Leopard Dog,Baby,Male,Large,"Ready to go home

Blue !! 
14 weeks  old 
German Shepherd Catahoula mix

Oh Blue! He is the cry baby...",Blue
65545239,Dog,Mixed Breed,Senior,Male,Small,,Walter
65545229,Dog,Mixed Breed,Adult,Male,Small,,Max 24419
65545223,Dog,Labrador Retriever,Baby,Female,Small,"Hey Siri, come cuddle! Siri, give me kisses! 

The next level of virtual assistant is here, and it&amp;#39;s a puppy!...",Siri
65545224,Dog,Labrador Retriever,Baby,Male,Small,"Hi Bixby, come cuddle! Bixby, be a good boy! 

The next level of virtual assistant is here, and it&amp;#39;s a...",Bixby
65545225,Dog,Labrador Retriever,Baby,Female,Small,"Alexa, fetch! Alexa, give me cuddles! 

The next level of virtual assistant is here, and it&amp;#39;s a puppy! Meet ALEXA!...",Alexa
65545220,Dog,Black Labrador Retriever,Baby,Male,Medium,"Hundo is a Lab mix puppy born on June 30th, 2023 at 11:39PM. His name is short for one-hundred and...",Hundo
65545219,Dog,Shepherd,Young,Female,Large,"My name is Pippa, I&#039;m a ~2 year old female who weighs ~75 lbs! I&#039;m a sweet girl who loves...",Pippa
65545093,Dog,Australian Shepherd,Adult,Male,Small,"Boone is a 21 month old Mini Aussie. He is very sweet, but shy with people at first. He loves...",Boone
65545217,Dog,Black Labrador Retriever,Baby,Female,Medium,"Dolly is a Lab mix puppy born on June 30th, 2023 at 10:47PM. Her name is a nickname with the...",Dolly
65545054,Dog,Chihuahua,Young,Female,Small,"Nina is a VERY sweet young female Chihuahua.  She is a quiet, gentle girl that would be great in a...",Nina
65545210,Dog,Pit Bull Terrier,Adult,Male,Large,"Let Love Live rescues animals in Texas and many southern states. We have two locations, our shelter and sanctuary in...",Trooper Riggs
65545208,Dog,Pit Bull Terrier,Baby,Female,Medium,"Meet Cloudy &quot;Sky&quot;, Sky for short.  She was found as a stray in Bethpage.  She showed up to someone&#039;s home...","Cloudy ""Sky"""
65545206,Dog,Dachshund,Senior,Male,Medium,"It&amp;#39;s a donut, it&amp;#39;s a croissant, it&amp;#39;s a hot dog...it&amp;#39;s a Cronut! Delicious indeed! Cronut checks off all the boxes;...",Cronut 10929
65545202,Dog,Plott Hound,Young,Female,Medium,Jazzy - unclaimed stray from city pound now available for adoption. To make an appointment to meet her complete the...,Jazzy
65545199,Dog,Bluetick Coonhound,Adult,Male,Large,"Meet &amp;#34;Bruiseberry Turnover.&amp;#34; This big boy is a 2 to 3-year-old Bluetick mix that was pulled from Animal Welfare. Unfortunately,...",Bruiseberry Turnover
65545200,Dog,Rhodesian Ridgeback,Baby,Female,Small,"We believe Lemon is a Blackmouth Cur/Ridgeback mix, and approximately 3 months old. She seems pretty outgoing and social. You...",Lemon
65545197,Dog,Rhodesian Ridgeback,Baby,Female,Small,"We believe Tiger is a Blackmouth Cur/Ridgeback mix, and approximately 3 months old. She seems pretty outgoing and social. You...",Tiger
65545198,Dog,Rhodesian Ridgeback,Baby,Female,Small,"We believe Silky is a Blackmouth Cur/Ridgeback mix, and approximately 3 months old. She seems pretty outgoing and social. You...",Silky
65545196,Dog,Coonhound,Baby,Female,Large,This is &amp;#34;Suzie Hotrod.&amp;#34; She was a pull from Animal Welfare. This girl is about four months and definitely a...,Suzie Hotrod
65545188,Dog,German Shepherd Dog,Adult,Male,Large,I am an active and intelligent dog who is looking for an equally active and intelligent leader. I am eager...,Cayden
65545180,Dog,Maltese,Adult,Male,Small,,Maximus
65545179,Dog,Pug,Adult,Male,Small,,Turbo
65545176,Dog,Mixed Breed,Baby,Male,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Hancock
65545177,Dog,Mixed Breed,Adult,Female,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Luna
65545175,Dog,Mixed Breed,Baby,Male,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Hawkeye
65545169,Dog,Mixed Breed,Baby,Male,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Louie
65545172,Dog,Mixed Breed,Baby,Female,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Ivory
65545170,Dog,Mixed Breed,Baby,Female,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Sunny
65545166,Dog,Mixed Breed,Baby,Female,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Happy
65545164,Dog,Mixed Breed,Baby,Female,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Queenie
65545163,Dog,Mixed Breed,Baby,Male,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Reece
65545165,Dog,Mixed Breed,Baby,Male,Medium,"Want to meet me? Come down to our Port Washington, NY Adoption Center.",Jupiter
65545162,Dog,Husky,Baby,Female,Medium,"Xena is an amazing puppy! She&#039;s smart, affectionate and playful and will be great in any home that&#039;s ready for...",Xena
65545159,Dog,Treeing Walker Coonhound,Adult,Male,Large,Bayard is an absolutely bright &amp; beautiful Treeing Walker Coonhound of about 4 1/2 years old that would love a...,Bayard
65545157,Dog,Pit Bull Terrier,Baby,Male,Medium,,53690533
65545156,Dog,Terrier,Young,Female,Medium,,Brooklyn
65545155,Dog,Hound,Baby,Female,Medium,,Brynn
65545154,Dog,Cattle Dog,Young,Female,Medium,"I am 38lbs, 1 year old, and l am looking for my forever home.

Adoption Donation: $450

All dogs are...",Harmony
65545151,Dog,Dachshund,Adult,Female,Small,Gotta love this sweet face.  Little Doxie-Cycline is about 5 years old and we are not sure if the little...,Doxi-Cycline
65544885,Dog,Wirehaired Terrier,Young,Male,Medium,"TEDDY 
From Teddy&#039;s Prior Owner
How can I start with Teddy? Teddy is such an amazing pup. He thinks his...",Teddy
65545140,Dog,Rottweiler,Adult,Female,Large,,Willow
65545137,Dog,Maltese,Baby,Male,Small,Hi! My name is Jack and I&amp;#39;m at the Santa Maria Campus. I&amp;#39;m a 3 month old male maltipoo mix...,Jack
65545129,Dog,Pit Bull Terrier,Baby,Female,Large,"Meet Rapunzel.  She was pulled from Macon County Animal Control with her sisters, Moana and Tiana after spending weeks there....",Rapunzel
65545130,Dog,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,Merle is a 2 year old Cattle Dog looking for the right fit to call home. This boy came in...,Merle
65545131,Dog,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,Earle is a 2 year old Cattle Dog looking for the right fit to call home. This boy came in...,Earle
65545128,Dog,Terrier,Young,Female,Medium,Meet sweet Libby! Libby was rescued from a rural high kill shelter. She was given the name Libby to commemorate...,Libby
65545124,Dog,Shih Tzu,Adult,Male,Small,"Cookie was recently rescued from an abusive situation. Now that he is in one of KARE&#039;s foster homes, we are...",Cookie
65545115,Dog,Black Labrador Retriever,Baby,Female,Medium,"Century is a Lab mix puppy born on June 30th, 2023 at 10:36PM. Her name means “a period of 100...",Century
65545113,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,Chickasaw SNAP is announcing KARMA.  What a pretty young lady she is.  Karma is one year old and can&#039;t wait...,Karma
65545102,Dog,Poodle,Young,Male,Medium,"I am 36lbs, 1 year old, and l am looking for my forever home.

Adoption Donation: $500

All dogs are...",Porter
65545101,Dog,Australian Shepherd,Young,Female,Medium,Primary Color: Tri Color Weight: 39lbs Age: 1yrs 0mths 1wks,Aaliyah
65545092,Dog,Pit Bull Terrier,Baby,Female,Large,"Meet Moana.  She was pulled from Macon County Animal Control with her sisters, Rapunzel and Tiana after spending weeks there....",Moana
65545087,Dog,Labrador Retriever,Young,Male,Medium,Finn has been in our shelter dog training program. He knows basic obedience and is socialized around other dogs. He...,Finnegan
65545078,Dog,Jack Russell Terrier,Senior,Male,Small,Jack is a friendly and active boy! He gets along with all kinds of people and enjoys the company of...,Jack
65545077,Dog,Terrier,Baby,Female,Small,,Eerie
65545076,Dog,Terrier,Baby,Female,Small,,Huron
65545071,Dog,Anatolian Shepherd,Young,Male,Large,Percy is a larger-than-life pup who loves to run around playing and exploring. He likes to play with other active...,Percy
65545075,Dog,Terrier,Baby,Female,Small,,Ontario
65545074,Dog,Terrier,Baby,Male,Small,,Superior
65545070,Dog,Mixed Breed,Young,Female,Small,,Angel
65545068,Dog,Mixed Breed,Adult,Female,Medium,,Willa
65545067,Dog,Mixed Breed,Young,Male,Medium,lee county Transfer,HUNTER
65545066,Dog,Mixed Breed,Adult,Male,Small,,Maverick
65545069,Dog,Mixed Breed,Senior,Male,Extra Large,"Meet Mayer!
This big lovable mountain of love and barrowing. Mayer loves to show his love with his voice and...",Mayer
65545065,Dog,Mixed Breed,Young,Male,Large,,Doug
65545062,Dog,Chihuahua,Young,Male,Small,"Ready to welcome a winner into your life? Look no further than Champ, the four-legged dynamo that will win your...",Champ
65545051,Dog,Pug,Young,Male,Small,"Lil Mr Mister ~ Hysterically Funny 17lb 2.5y Comedian w Class = We LOVE Him !!!

Loving, calm, quiet, gentle,...",Lil Mr Mister = Clown !!!
65545050,Dog,German Shepherd Dog,Baby,Male,Large,FIRST STEPS: Please visit https://www.save-a-mutt.org/adoption-application/ to fill out an application - a Petfinder Inquiry is not the adoption process. We...,Roo
65545047,Dog,Poodle,Adult,Male,Medium,"To adopt or to receive more information, please fill out an application on our website at www.libertyhumane.org/dogs. Please do NOT...",Amnesio
65545040,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65545039,Dog,Pit Bull Terrier,Adult,Female,Medium,"This is Molly Moo and she is the proverbial sweetheart dog!
Shes a 11 month old black and white pittie...", Molly Moo
65545034,Dog,Pit Bull Terrier,Baby,Female,Large,"Meet Tiana.  She was pulled from Macon County Animal Control with her sisters, Rapunzel and Moana after spending weeks there....",Tiana
65545035,Dog,Labrador Retriever,Baby,Female,Small,,Maxine
65545032,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,"Hi, I’m Ozzy! I’m a year old, male, cattle dog mix. I am really timid at first but once I...",Ozzy
65545033,Dog,Mixed Breed,Adult,Male,Small,"Rubicon was brought to Animal Friends after being found running at large. Even though he&amp;#39;s 3 years old, he is...",Rubicon
65545029,Dog,Mixed Breed,Baby,Female,Small,,Blossom
65545030,Dog,Mixed Breed,Baby,Female,Small,,Liberty
65545024,Dog,Mixed Breed,Baby,Female,Small,,Buttercup
65545026,Dog,Mixed Breed,Baby,Male,Small,,Boone
65545025,Dog,Mixed Breed,Baby,Female,Small,,Ella
65545031,Dog,Mixed Breed,Baby,Female,Small,,Bertha
65545027,Dog,Mixed Breed,Baby,Female,Small,,Bubbles
65545028,Dog,Mixed Breed,Baby,Female,Small,,Harley
65545022,Dog,Mixed Breed,Adult,Female,Medium,,Lola
65545018,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65545005,Dog,Patterdale Terrier / Fell Terrier,Young,Male,Small,"This little black beauty is 7 month old Peeta.  Peeta (said with a French accent, of course) is energetic and...",Peeta
65545003,Dog,Labrador Retriever,Adult,Male,Large,Bailey is a giant lovable guy! This handsome 6 year old lab mix is longing for  a furever home. Baily...,Bailey
65545002,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65544928,Dog,Pit Bull Terrier,Baby,Female,Medium,D40873 This little dog is so sweet. She comes right over to you and will cuddle with you right away....,Coco Puff - #40873
65544997,Dog,Irish Setter,Adult,Female,Medium,"Ruby is a sweet, gentle 4 year old girl who is looking for a loving family that will help her...",Ruby
